,aerialsTotal,aerialsWon,clearances,cornersAccurate,cornersTotal,defensiveAerials,dispossessed,dribbledPast,dribblesAttempted,dribblesLost,dribblesWon,errorsCount,foulsCommited,goals,goalsConceded,home,interceptions,name,offensiveAerials,offsidesCaught,passesAccurate,passesKey,passesTotal,possession,result,shotsBlocked,shotsOffTarget,shotsOnPost,shotsOnTarget,shotsTotal,tackleSuccessful,tackleUnsuccesful,tacklesTotal,throwInsAccurate,throwInsTotal,touches
673,19.0,13.0,20.0,1.0,4.0,14.0,12.0,3.0,29.0,13.0,16.0,0.0,11.0,2,0,1.0,14.0,Man Utd,5.0,2.0,340.0,9.0,408.0,429.0,w,1.0,6.0,0.0,5.0,12.0,11.0,3.0,14.0,23.0,29.0,609.0
674,46.0,27.0,23.0,3.0,5.0,26.0,11.0,9.0,24.0,9.0,15.0,0.0,9.0,1,0,0.0,11.0,Liverpool,20.0,0.0,428.0,9.0,537.0,565.0,w,2.0,2.0,1.0,8.0,12.0,12.0,9.0,21.0,28.0,31.0,757.0
675,46.0,19.0,30.0,0.0,3.0,20.0,6.0,15.0,15.0,6.0,9.0,0.0,11.0,0,1,1.0,14.0,Watford,26.0,6.0,256.0,5.0,357.0,377.0,l,3.0,4.0,1.0,2.0,9.0,20.0,15.0,35.0,9.0,19.0,558.0
676,38.0,24.0,28.0,0.0,2.0,15.0,10.0,10.0,12.0,6.0,6.0,1.0,15.0,3,1,0.0,14.0,West Ham,23.0,3.0,296.0,4.0,390.0,405.0,w,1.0,1.0,0.0,4.0,6.0,13.0,10.0,23.0,10.0,15.0,560.0
677,38.0,14.0,18.0,2.0,3.0,23.0,9.0,6.0,14.0,4.0,10.0,0.0,12.0,1,3,1.0,10.0,Southampton,15.0,2.0,388.0,12.0,474.0,500.0,l,3.0,11.0,0.0,7.0,21.0,16.0,6.0,22.0,26.0,29.0,669.0
678,29.0,13.0,58.0,0.0,1.0,23.0,8.0,9.0,10.0,5.0,5.0,0.0,8.0,4,0,0.0,12.0,Sunderland,6.0,1.0,198.0,7.0,278.0,286.0,w,0.0,3.0,0.0,7.0,10.0,18.0,9.0,27.0,10.0,19.0,468.0
679,29.0,16.0,6.0,3.0,7.0,6.0,9.0,5.0,18.0,9.0,9.0,1.0,9.0,0,4,1.0,12.0,Crystal Palace,23.0,1.0,413.0,12.0,502.0,547.0,l,4.0,8.0,0.0,9.0,21.0,13.0,5.0,18.0,31.0,34.0,702.0
680,21.0,10.0,21.0,3.0,8.0,10.0,11.0,20.0,19.0,11.0,8.0,1.0,4.0,3,6,0.0,8.0,Bournemouth,11.0,0.0,477.0,13.0,555.0,582.0,l,2.0,8.0,0.0,8.0,18.0,21.0,20.0,41.0,20.0,21.0,755.0
681,21.0,11.0,33.0,3.0,4.0,11.0,14.0,8.0,27.0,7.0,20.0,0.0,14.0,6,3,1.0,16.0,Everton,10.0,4.0,391.0,11.0,477.0,489.0,w,3.0,2.0,0.0,10.0,15.0,22.0,8.0,30.0,12.0,15.0,675.0
682,44.0,22.0,11.0,1.0,6.0,20.0,10.0,14.0,10.0,6.0,4.0,0.0,13.0,0,1,0.0,16.0,Stoke,24.0,2.0,423.0,8.0,523.0,564.0,l,5.0,5.0,0.0,2.0,12.0,17.0,14.0,31.0,22.0,26.0,718.0
683,44.0,22.0,37.0,2.0,5.0,24.0,9.0,4.0,22.0,8.0,14.0,0.0,6.0,1,0,1.0,13.0,West Brom,20.0,3.0,222.0,10.0,316.0,341.0,w,4.0,7.0,0.0,4.0,15.0,16.0,4.0,20.0,10.0,14.0,531.0
684,32.0,11.0,13.0,6.0,15.0,12.0,6.0,2.0,15.0,6.0,9.0,1.0,12.0,0,2,0.0,9.0,Liverpool,20.0,1.0,526.0,15.0,636.0,687.0,l,11.0,6.0,0.0,5.0,22.0,13.0,2.0,15.0,34.0,38.0,852.0
685,32.0,21.0,68.0,1.0,1.0,20.0,7.0,9.0,8.0,6.0,2.0,1.0,9.0,2,0,1.0,17.0,Hull,12.0,2.0,159.0,6.0,255.0,265.0,w,0.0,3.0,0.0,4.0,7.0,12.0,9.0,21.0,11.0,14.0,468.0
686,59.0,34.0,25.0,2.0,6.0,38.0,12.0,8.0,6.0,2.0,4.0,0.0,10.0,1,2,0.0,13.0,Burnley,21.0,4.0,204.0,5.0,338.0,355.0,l,3.0,1.0,0.0,7.0,11.0,24.0,8.0,32.0,14.0,22.0,521.0
687,59.0,25.0,24.0,1.0,3.0,21.0,12.0,4.0,20.0,12.0,8.0,1.0,12.0,2,1,1.0,9.0,Watford,38.0,2.0,398.0,13.0,520.0,541.0,w,6.0,3.0,0.0,7.0,16.0,14.0,4.0,18.0,21.0,27.0,714.0
688,41.0,22.0,47.0,0.0,2.0,9.0,10.0,6.0,18.0,10.0,8.0,0.0,11.0,0,1,0.0,11.0,Middlesbrough,32.0,1.0,216.0,6.0,315.0,331.0,l,3.0,5.0,0.0,0.0,8.0,31.0,6.0,37.0,15.0,17.0,531.0
689,41.0,19.0,24.0,3.0,11.0,32.0,16.0,8.0,21.0,15.0,6.0,0.0,8.0,1,0,1.0,4.0,Tottenham,9.0,5.0,494.0,14.0,583.0,620.0,w,6.0,6.0,1.0,5.0,17.0,20.0,8.0,28.0,32.0,36.0,816.0
690,28.0,11.0,22.0,5.0,13.0,15.0,14.0,17.0,20.0,5.0,15.0,1.0,8.0,1,3,0.0,11.0,Arsenal,13.0,3.0,472.0,7.0,561.0,606.0,l,2.0,2.0,0.0,5.0,9.0,25.0,17.0,42.0,15.0,17.0,779.0
691,28.0,17.0,26.0,6.0,10.0,13.0,21.0,15.0,21.0,4.0,17.0,1.0,14.0,3,1,1.0,17.0,Chelsea,15.0,4.0,326.0,9.0,410.0,434.0,w,2.0,5.0,1.0,6.0,13.0,19.0,15.0,34.0,21.0,21.0,631.0
692,37.0,21.0,25.0,1.0,1.0,11.0,15.0,15.0,17.0,6.0,11.0,1.0,11.0,0,0,0.0,24.0,Stoke,26.0,1.0,228.0,4.0,331.0,344.0,d,1.0,2.0,0.0,2.0,5.0,20.0,15.0,35.0,17.0,28.0,533.0
693,37.0,16.0,27.0,5.0,8.0,26.0,13.0,11.0,22.0,7.0,15.0,0.0,8.0,0,0,1.0,13.0,Man City,11.0,1.0,515.0,9.0,621.0,648.0,d,4.0,7.0,0.0,1.0,12.0,21.0,11.0,32.0,26.0,26.0,839.0
694,37.0,19.0,18.0,0.0,1.0,8.0,9.0,16.0,10.0,5.0,5.0,1.0,10.0,0,1,0.0,17.0,West Brom,29.0,2.0,183.0,4.0,283.0,297.0,l,0.0,5.0,0.0,1.0,6.0,26.0,16.0,42.0,24.0,30.0,465.0
695,37.0,18.0,31.0,2.0,3.0,29.0,22.0,5.0,20.0,4.0,16.0,1.0,6.0,1,0,1.0,13.0,Chelsea,8.0,2.0,488.0,7.0,577.0,600.0,w,2.0,8.0,0.0,2.0,12.0,14.0,5.0,19.0,26.0,26.0,788.0
696,41.0,22.0,50.0,0.0,4.0,23.0,6.0,7.0,8.0,4.0,4.0,1.0,8.0,2,2,0.0,22.0,West Ham,18.0,2.0,195.0,4.0,303.0,323.0,d,1.0,4.0,0.0,3.0,8.0,11.0,7.0,18.0,17.0,23.0,503.0
697,41.0,19.0,30.0,2.0,11.0,18.0,8.0,4.0,10.0,3.0,7.0,2.0,7.0,2,2,1.0,11.0,Liverpool,23.0,5.0,516.0,15.0,611.0,658.0,d,9.0,7.0,1.0,3.0,19.0,10.0,4.0,14.0,22.0,24.0,816.0
698,36.0,17.0,28.0,0.0,2.0,20.0,8.0,10.0,11.0,3.0,8.0,0.0,12.0,0,1,0.0,14.0,Middlesbrough,16.0,2.0,314.0,3.0,418.0,437.0,l,3.0,1.0,0.0,2.0,6.0,23.0,10.0,33.0,14.0,20.0,610.0
699,36.0,19.0,20.0,2.0,4.0,16.0,18.0,8.0,15.0,5.0,10.0,1.0,14.0,1,0,1.0,19.0,Southampton,20.0,3.0,396.0,11.0,510.0,536.0,w,5.0,6.0,0.0,3.0,14.0,11.0,8.0,19.0,27.0,30.0,716.0
700,33.0,13.0,32.0,4.0,8.0,19.0,11.0,5.0,26.0,10.0,16.0,2.0,17.0,0,1,0.0,10.0,Tottenham,14.0,0.0,333.0,10.0,429.0,457.0,l,4.0,4.0,0.0,4.0,12.0,22.0,5.0,27.0,18.0,31.0,663.0
701,33.0,20.0,38.0,0.0,3.0,14.0,15.0,16.0,12.0,7.0,5.0,0.0,19.0,1,0,1.0,24.0,Man Utd,19.0,1.0,198.0,7.0,288.0,307.0,w,5.0,4.0,1.0,5.0,14.0,21.0,16.0,37.0,18.0,23.0,528.0
702,37.0,29.0,37.0,1.0,1.0,17.0,11.0,10.0,28.0,11.0,17.0,0.0,20.0,0,0,0.0,27.0,Man Utd,20.0,5.0,259.0,5.0,342.0,354.0,d,1.0,5.0,0.0,1.0,7.0,28.0,10.0,38.0,19.0,27.0,593.0
703,37.0,8.0,15.0,1.0,3.0,21.0,15.0,17.0,23.0,13.0,10.0,0.0,14.0,0,0,1.0,15.0,Liverpool,16.0,2.0,509.0,7.0,627.0,646.0,d,3.0,3.0,0.0,3.0,9.0,22.0,17.0,39.0,22.0,26.0,837.0
704,44.0,23.0,49.0,3.0,5.0,22.0,10.0,13.0,15.0,9.0,6.0,1.0,14.0,3,1,0.0,13.0,West Ham,22.0,0.0,255.0,11.0,338.0,353.0,w,3.0,5.0,0.0,5.0,13.0,18.0,13.0,31.0,10.0,17.0,541.0
705,44.0,21.0,16.0,1.0,7.0,22.0,10.0,6.0,21.0,8.0,13.0,1.0,7.0,1,3,1.0,10.0,Middlesbrough,22.0,2.0,426.0,8.0,529.0,565.0,l,4.0,5.0,0.0,2.0,11.0,19.0,6.0,25.0,21.0,23.0,723.0
706,34.0,19.0,30.0,1.0,4.0,25.0,17.0,10.0,6.0,1.0,5.0,1.0,12.0,0,2,0.0,9.0,Sunderland,9.0,1.0,360.0,7.0,451.0,476.0,l,4.0,2.0,0.0,3.0,9.0,17.0,10.0,27.0,19.0,19.0,641.0
707,34.0,15.0,20.0,1.0,1.0,9.0,10.0,5.0,17.0,7.0,10.0,0.0,15.0,2,0,1.0,8.0,West Brom,25.0,2.0,267.0,11.0,355.0,380.0,w,4.0,5.0,1.0,5.0,14.0,18.0,5.0,23.0,18.0,25.0,553.0
708,43.0,24.0,47.0,2.0,4.0,14.0,4.0,14.0,9.0,5.0,4.0,0.0,16.0,2,2,0.0,15.0,Watford,29.0,2.0,200.0,5.0,319.0,332.0,d,5.0,2.0,0.0,3.0,10.0,10.0,14.0,24.0,3.0,15.0,497.0
709,43.0,19.0,28.0,5.0,9.0,29.0,5.0,4.0,19.0,5.0,14.0,0.0,6.0,2,2,1.0,3.0,Bournemouth,14.0,3.0,415.0,12.0,526.0,563.0,d,4.0,6.0,0.0,5.0,15.0,9.0,4.0,13.0,28.0,35.0,732.0
710,46.0,20.0,34.0,4.0,7.0,26.0,12.0,5.0,16.0,4.0,12.0,1.0,12.0,1,1,0.0,6.0,Man Utd,20.0,6.0,499.0,22.0,591.0,631.0,d,9.0,8.0,1.0,8.0,25.0,14.0,5.0,19.0,29.0,31.0,818.0
711,46.0,26.0,42.0,0.0,1.0,20.0,12.0,12.0,7.0,2.0,5.0,0.0,13.0,1,1,1.0,16.0,Stoke,26.0,0.0,235.0,5.0,331.0,339.0,d,2.0,3.0,0.0,1.0,6.0,16.0,12.0,28.0,10.0,17.0,532.0
712,35.0,18.0,44.0,3.0,3.0,14.0,21.0,12.0,21.0,9.0,12.0,1.0,7.0,3,2,0.0,16.0,Swansea,21.0,1.0,215.0,4.0,288.0,297.0,w,1.0,2.0,0.0,3.0,6.0,11.0,12.0,23.0,15.0,25.0,508.0
713,35.0,17.0,11.0,2.0,6.0,21.0,8.0,12.0,15.0,3.0,12.0,1.0,7.0,2,3,1.0,4.0,Liverpool,14.0,2.0,683.0,13.0,785.0,829.0,l,4.0,7.0,0.0,5.0,16.0,30.0,12.0,42.0,21.0,22.0,967.0
714,27.0,17.0,31.0,2.0,4.0,11.0,16.0,15.0,17.0,6.0,11.0,5.0,7.0,2,2,0.0,12.0,Tottenham,16.0,5.0,287.0,4.0,399.0,416.0,d,1.0,3.0,0.0,2.0,6.0,19.0,15.0,34.0,34.0,40.0,622.0
715,27.0,10.0,21.0,2.0,5.0,16.0,16.0,11.0,18.0,3.0,15.0,0.0,10.0,2,2,1.0,19.0,Man City,11.0,3.0,361.0,13.0,473.0,500.0,d,1.0,9.0,0.0,7.0,17.0,22.0,11.0,33.0,23.0,26.0,699.0
716,34.0,9.0,40.0,3.0,7.0,21.0,13.0,8.0,22.0,5.0,17.0,0.0,15.0,1,0,0.0,6.0,Everton,13.0,1.0,379.0,14.0,476.0,510.0,w,3.0,6.0,1.0,8.0,17.0,14.0,8.0,22.0,21.0,22.0,699.0
717,34.0,25.0,36.0,3.0,8.0,13.0,8.0,17.0,14.0,6.0,8.0,0.0,10.0,0,1,1.0,9.0,Crystal Palace,21.0,1.0,272.0,7.0,371.0,400.0,l,4.0,2.0,1.0,2.0,8.0,18.0,17.0,35.0,11.0,16.0,574.0
718,24.0,10.0,18.0,8.0,10.0,14.0,17.0,5.0,19.0,11.0,8.0,2.0,16.0,4,1,0.0,5.0,Tottenham,10.0,0.0,521.0,11.0,622.0,649.0,w,5.0,7.0,1.0,5.0,17.0,29.0,5.0,34.0,19.0,23.0,825.0
719,24.0,14.0,23.0,0.0,2.0,10.0,20.0,8.0,14.0,9.0,5.0,0.0,7.0,1,4,1.0,11.0,Southampton,14.0,2.0,221.0,6.0,319.0,339.0,l,4.0,3.0,0.0,2.0,9.0,28.0,8.0,36.0,19.0,20.0,531.0
720,22.0,11.0,32.0,3.0,7.0,18.0,11.0,16.0,20.0,5.0,15.0,0.0,11.0,2,0,0.0,9.0,Man City,4.0,2.0,522.0,12.0,598.0,622.0,w,4.0,8.0,1.0,5.0,17.0,20.0,16.0,36.0,25.0,29.0,817.0
721,22.0,11.0,26.0,2.0,3.0,4.0,11.0,15.0,25.0,9.0,16.0,2.0,8.0,0,2,1.0,11.0,Bournemouth,18.0,2.0,282.0,3.0,362.0,377.0,l,4.0,0.0,0.0,1.0,5.0,16.0,15.0,31.0,19.0,23.0,555.0
722,36.0,16.0,28.0,0.0,3.0,15.0,19.0,11.0,9.0,3.0,6.0,0.0,13.0,1,1,0.0,11.0,West Brom,21.0,2.0,201.0,11.0,288.0,314.0,d,5.0,5.0,2.0,5.0,15.0,15.0,11.0,26.0,30.0,45.0,520.0
723,36.0,20.0,35.0,1.0,4.0,21.0,12.0,6.0,14.0,3.0,11.0,0.0,12.0,1,1,1.0,11.0,Middlesbrough,15.0,0.0,384.0,5.0,482.0,506.0,d,5.0,3.0,0.0,3.0,11.0,22.0,6.0,28.0,24.0,26.0,687.0
724,83.0,31.0,53.0,0.0,2.0,44.0,7.0,5.0,16.0,9.0,7.0,0.0,8.0,0,1,0.0,11.0,Leicester,39.0,4.0,160.0,8.0,286.0,304.0,l,5.0,3.0,0.0,5.0,13.0,12.0,5.0,17.0,18.0,25.0,503.0
725,83.0,52.0,38.0,6.0,10.0,39.0,9.0,7.0,8.0,3.0,5.0,2.0,4.0,1,0,1.0,7.0,Burnley,44.0,1.0,286.0,20.0,422.0,454.0,w,9.0,12.0,0.0,3.0,24.0,16.0,7.0,23.0,34.0,40.0,659.0
726,31.0,12.0,21.0,9.0,12.0,19.0,20.0,6.0,14.0,4.0,10.0,0.0,13.0,0,0,0.0,2.0,Tottenham,12.0,3.0,468.0,10.0,557.0,594.0,d,7.0,4.0,0.0,3.0,14.0,11.0,6.0,17.0,36.0,41.0,762.0
727,31.0,19.0,54.0,0.0,2.0,12.0,9.0,10.0,8.0,2.0,6.0,0.0,9.0,0,0,1.0,8.0,Sunderland,19.0,2.0,140.0,2.0,226.0,236.0,d,2.0,0.0,0.0,1.0,3.0,24.0,10.0,34.0,12.0,15.0,418.0
728,42.0,19.0,17.0,0.0,4.0,19.0,7.0,4.0,21.0,8.0,13.0,0.0,19.0,1,2,0.0,4.0,Southampton,23.0,1.0,469.0,9.0,553.0,581.0,l,3.0,5.0,0.0,2.0,10.0,18.0,4.0,22.0,14.0,15.0,731.0
729,42.0,23.0,28.0,3.0,5.0,23.0,15.0,13.0,7.0,3.0,4.0,1.0,10.0,2,1,1.0,12.0,Swansea,19.0,1.0,340.0,9.0,421.0,440.0,w,3.0,4.0,0.0,5.0,12.0,15.0,13.0,28.0,14.0,22.0,612.0
730,50.0,28.0,38.0,1.0,3.0,35.0,13.0,4.0,12.0,2.0,10.0,0.0,8.0,1,1,0.0,18.0,Chelsea,15.0,3.0,267.0,4.0,386.0,398.0,d,2.0,4.0,1.0,2.0,8.0,23.0,4.0,27.0,22.0,28.0,603.0
731,50.0,22.0,21.0,2.0,3.0,15.0,16.0,10.0,11.0,7.0,4.0,2.0,13.0,1,1,1.0,13.0,Liverpool,35.0,5.0,507.0,5.0,638.0,661.0,d,2.0,2.0,0.0,3.0,7.0,15.0,10.0,25.0,32.0,34.0,837.0
732,45.0,25.0,40.0,4.0,5.0,18.0,9.0,15.0,23.0,11.0,12.0,0.0,15.0,2,1,0.0,22.0,Watford,27.0,1.0,125.0,5.0,207.0,228.0,w,2.0,2.0,0.0,6.0,10.0,24.0,15.0,39.0,7.0,20.0,441.0
733,45.0,20.0,18.0,2.0,9.0,27.0,20.0,12.0,19.0,4.0,15.0,1.0,12.0,1,2,1.0,8.0,Arsenal,18.0,2.0,503.0,14.0,598.0,632.0,l,7.0,8.0,1.0,5.0,20.0,20.0,12.0,32.0,22.0,26.0,820.0
734,36.0,24.0,23.0,0.0,3.0,10.0,7.0,15.0,14.0,7.0,7.0,0.0,23.0,2,0,0.0,12.0,Crystal Palace,26.0,0.0,154.0,8.0,233.0,256.0,w,1.0,6.0,1.0,4.0,11.0,17.0,15.0,32.0,18.0,22.0,412.0
735,36.0,12.0,21.0,1.0,2.0,26.0,10.0,7.0,22.0,7.0,15.0,1.0,14.0,0,2,1.0,12.0,Bournemouth,10.0,1.0,377.0,7.0,453.0,478.0,l,3.0,5.0,0.0,2.0,10.0,14.0,7.0,21.0,25.0,31.0,656.0
736,19.0,12.0,24.0,0.0,1.0,7.0,6.0,14.0,14.0,8.0,6.0,1.0,21.0,0,3,0.0,12.0,Middlesbrough,12.0,2.0,393.0,1.0,466.0,480.0,l,1.0,0.0,0.0,1.0,2.0,13.0,14.0,27.0,11.0,16.0,620.0
737,19.0,7.0,10.0,5.0,8.0,12.0,7.0,6.0,20.0,6.0,14.0,0.0,8.0,3,0,1.0,7.0,Chelsea,7.0,0.0,531.0,17.0,619.0,639.0,w,3.0,11.0,1.0,7.0,21.0,14.0,6.0,20.0,8.0,8.0,777.0
738,36.0,16.0,21.0,3.0,6.0,18.0,19.0,11.0,16.0,5.0,11.0,2.0,8.0,0,2,0.0,15.0,Chelsea,18.0,4.0,429.0,8.0,526.0,547.0,l,3.0,6.0,0.0,2.0,11.0,19.0,11.0,30.0,22.0,24.0,732.0
739,36.0,20.0,26.0,0.0,1.0,18.0,9.0,11.0,21.0,10.0,11.0,0.0,9.0,2,0,1.0,7.0,Tottenham,18.0,2.0,334.0,5.0,440.0,457.0,w,1.0,6.0,0.0,2.0,9.0,24.0,11.0,35.0,22.0,30.0,633.0
740,27.0,17.0,20.0,0.0,2.0,13.0,9.0,12.0,12.0,3.0,9.0,1.0,8.0,4,0,0.0,21.0,Arsenal,14.0,0.0,507.0,10.0,605.0,619.0,w,6.0,2.0,0.0,6.0,14.0,17.0,12.0,29.0,16.0,18.0,767.0
741,27.0,10.0,19.0,0.0,3.0,13.0,12.0,9.0,17.0,5.0,12.0,1.0,12.0,0,4,1.0,15.0,Swansea,14.0,2.0,373.0,8.0,446.0,470.0,l,3.0,6.0,0.0,3.0,12.0,12.0,9.0,21.0,19.0,21.0,631.0
742,54.0,32.0,41.0,3.0,7.0,25.0,10.0,7.0,12.0,2.0,10.0,0.0,14.0,0,1,0.0,16.0,Southampton,29.0,2.0,317.0,14.0,405.0,449.0,l,8.0,7.0,0.0,5.0,20.0,13.0,7.0,20.0,20.0,23.0,657.0
743,54.0,22.0,47.0,1.0,2.0,29.0,10.0,10.0,10.0,3.0,7.0,0.0,14.0,1,0,1.0,12.0,Burnley,25.0,0.0,179.0,6.0,292.0,311.0,w,2.0,4.0,0.0,3.0,9.0,12.0,10.0,22.0,21.0,27.0,510.0
744,37.0,27.0,36.0,0.0,2.0,13.0,7.0,8.0,23.0,10.0,13.0,0.0,11.0,3,1,0.0,11.0,Stoke,24.0,1.0,321.0,10.0,424.0,443.0,w,5.0,3.0,0.0,6.0,14.0,13.0,8.0,21.0,14.0,16.0,630.0
745,37.0,10.0,21.0,2.0,5.0,24.0,7.0,13.0,14.0,6.0,8.0,1.0,16.0,1,3,1.0,13.0,Sunderland,13.0,5.0,341.0,9.0,438.0,464.0,l,6.0,4.0,0.0,3.0,13.0,17.0,13.0,30.0,35.0,38.0,663.0
746,40.0,20.0,21.0,0.0,2.0,23.0,14.0,13.0,9.0,5.0,4.0,0.0,14.0,0,3,0.0,10.0,Crystal Palace,17.0,1.0,349.0,6.0,432.0,451.0,l,3.0,6.0,0.0,1.0,10.0,18.0,13.0,31.0,21.0,24.0,595.0
747,40.0,20.0,28.0,1.0,2.0,17.0,10.0,4.0,21.0,8.0,13.0,0.0,10.0,3,0,1.0,8.0,West Ham,23.0,1.0,254.0,10.0,342.0,360.0,w,4.0,7.0,0.0,3.0,14.0,19.0,4.0,23.0,21.0,28.0,540.0
748,33.0,19.0,38.0,0.0,5.0,27.0,12.0,6.0,14.0,1.0,13.0,0.0,9.0,3,0,0.0,16.0,Chelsea,6.0,1.0,543.0,5.0,640.0,660.0,w,3.0,2.0,0.0,3.0,8.0,6.0,6.0,12.0,28.0,31.0,836.0
749,33.0,14.0,17.0,0.0,3.0,6.0,4.0,13.0,8.0,2.0,6.0,0.0,8.0,0,3,1.0,17.0,Leicester,27.0,2.0,232.0,6.0,341.0,359.0,l,0.0,5.0,0.0,2.0,7.0,13.0,13.0,26.0,22.0,30.0,503.0
750,33.0,13.0,26.0,2.0,5.0,19.0,7.0,6.0,22.0,6.0,16.0,0.0,11.0,1,3,0.0,14.0,Bournemouth,14.0,3.0,469.0,6.0,572.0,597.0,l,1.0,1.0,0.0,6.0,8.0,8.0,6.0,14.0,22.0,24.0,752.0
751,33.0,20.0,27.0,1.0,4.0,14.0,8.0,16.0,6.0,0.0,6.0,1.0,13.0,3,1,1.0,26.0,Hull,19.0,3.0,274.0,11.0,356.0,385.0,w,2.0,9.0,0.0,3.0,14.0,13.0,16.0,29.0,13.0,15.0,551.0
752,20.0,10.0,24.0,0.0,0.0,3.0,17.0,16.0,8.0,5.0,3.0,1.0,12.0,0,4,0.0,15.0,West Brom,17.0,1.0,162.0,1.0,248.0,260.0,l,1.0,2.0,0.0,0.0,3.0,13.0,16.0,29.0,13.0,24.0,431.0
753,20.0,10.0,20.0,6.0,8.0,17.0,5.0,3.0,24.0,8.0,16.0,1.0,11.0,4,0,1.0,6.0,Tottenham,3.0,1.0,588.0,18.0,670.0,699.0,w,3.0,7.0,0.0,11.0,21.0,22.0,3.0,25.0,22.0,26.0,876.0
754,55.0,27.0,42.0,0.0,1.0,33.0,3.0,4.0,8.0,5.0,3.0,1.0,15.0,0,0,0.0,14.0,Middlesbrough,22.0,3.0,325.0,3.0,431.0,448.0,d,0.0,4.0,0.0,1.0,5.0,18.0,4.0,22.0,19.0,24.0,631.0
755,55.0,28.0,17.0,3.0,3.0,22.0,11.0,3.0,11.0,7.0,4.0,0.0,15.0,0,0,1.0,18.0,Watford,33.0,2.0,250.0,10.0,355.0,382.0,d,1.0,6.0,1.0,5.0,12.0,8.0,3.0,11.0,18.0,33.0,541.0
756,42.0,21.0,18.0,3.0,8.0,23.0,16.0,11.0,23.0,6.0,17.0,1.0,10.0,0,3,0.0,10.0,Arsenal,19.0,2.0,529.0,9.0,628.0,658.0,l,2.0,6.0,0.0,3.0,11.0,20.0,11.0,31.0,19.0,21.0,829.0
757,42.0,21.0,37.0,3.0,5.0,19.0,13.0,17.0,18.0,7.0,11.0,1.0,11.0,3,0,1.0,19.0,Crystal Palace,23.0,5.0,151.0,15.0,233.0,253.0,w,4.0,7.0,0.0,6.0,17.0,22.0,17.0,39.0,6.0,14.0,455.0
758,56.0,30.0,36.0,4.0,9.0,28.0,12.0,11.0,8.0,5.0,3.0,0.0,13.0,0,2,0.0,20.0,Burnley,28.0,5.0,246.0,10.0,339.0,363.0,l,5.0,5.0,0.0,4.0,14.0,17.0,11.0,28.0,19.0,27.0,546.0
759,56.0,26.0,40.0,1.0,4.0,28.0,9.0,3.0,19.0,8.0,11.0,1.0,7.0,2,0,1.0,11.0,Stoke,28.0,3.0,349.0,7.0,448.0,461.0,w,3.0,3.0,1.0,4.0,10.0,17.0,3.0,20.0,16.0,21.0,654.0
760,26.0,12.0,39.0,0.0,0.0,10.0,11.0,19.0,11.0,5.0,6.0,1.0,17.0,0,5,0.0,12.0,Swansea,16.0,4.0,276.0,1.0,379.0,396.0,l,1.0,0.0,0.0,0.0,1.0,23.0,19.0,42.0,15.0,22.0,572.0
761,26.0,14.0,27.0,0.0,5.0,16.0,12.0,6.0,30.0,11.0,19.0,0.0,11.0,5,0,1.0,6.0,Tottenham,10.0,3.0,491.0,22.0,575.0,594.0,w,6.0,7.0,0.0,15.0,28.0,16.0,6.0,22.0,23.0,25.0,811.0
762,30.0,20.0,20.0,1.0,2.0,20.0,4.0,4.0,24.0,8.0,16.0,1.0,11.0,5,1,0.0,17.0,Arsenal,10.0,2.0,384.0,17.0,483.0,500.0,w,3.0,6.0,0.0,10.0,19.0,17.0,4.0,21.0,19.0,24.0,682.0
763,30.0,10.0,28.0,0.0,3.0,10.0,9.0,16.0,12.0,8.0,4.0,1.0,10.0,1,5,1.0,18.0,West Ham,20.0,0.0,393.0,8.0,491.0,510.0,l,2.0,5.0,1.0,3.0,10.0,12.0,16.0,28.0,14.0,20.0,668.0
764,50.0,19.0,23.0,3.0,4.0,23.0,7.0,8.0,9.0,5.0,4.0,0.0,8.0,1,3,0.0,11.0,Watford,27.0,2.0,343.0,9.0,442.0,471.0,l,7.0,5.0,0.0,5.0,17.0,11.0,8.0,19.0,18.0,27.0,633.0
765,50.0,31.0,41.0,2.0,3.0,27.0,10.0,4.0,9.0,1.0,8.0,0.0,12.0,3,1,1.0,16.0,West Brom,23.0,1.0,185.0,9.0,298.0,318.0,w,0.0,8.0,0.0,3.0,11.0,11.0,4.0,15.0,13.0,21.0,489.0
766,28.0,16.0,23.0,2.0,4.0,11.0,3.0,16.0,17.0,10.0,7.0,0.0,12.0,1,2,0.0,16.0,Leicester,17.0,3.0,259.0,11.0,358.0,381.0,l,7.0,5.0,0.0,5.0,17.0,14.0,16.0,30.0,19.0,26.0,565.0
767,28.0,12.0,31.0,2.0,3.0,17.0,4.0,7.0,26.0,10.0,16.0,0.0,8.0,2,1,1.0,15.0,Sunderland,11.0,1.0,323.0,15.0,415.0,438.0,w,6.0,10.0,0.0,6.0,22.0,13.0,7.0,20.0,16.0,22.0,635.0
768,19.0,6.0,23.0,1.0,2.0,7.0,8.0,9.0,20.0,4.0,16.0,1.0,9.0,3,1,0.0,17.0,Chelsea,12.0,1.0,272.0,9.0,366.0,378.0,w,1.0,5.0,0.0,4.0,10.0,18.0,9.0,27.0,16.0,21.0,571.0
769,19.0,13.0,17.0,5.0,9.0,12.0,13.0,16.0,14.0,5.0,9.0,0.0,14.0,1,3,1.0,21.0,Man City,7.0,2.0,456.0,12.0,541.0,581.0,l,2.0,7.0,1.0,5.0,14.0,12.0,16.0,28.0,19.0,22.0,740.0
