,aerialsTotal,aerialsWon,clearances,cornersAccurate,cornersTotal,defensiveAerials,dispossessed,dribbledPast,dribblesAttempted,dribblesLost,dribblesWon,errorsCount,foulsCommited,goals,goalsConceded,home,interceptions,name,offensiveAerials,offsidesCaught,passesAccurate,passesKey,passesTotal,possession,result,shotsBlocked,shotsOffTarget,shotsOnPost,shotsOnTarget,shotsTotal,tackleSuccessful,tackleUnsuccesful,tacklesTotal,throwInsAccurate,throwInsTotal,touches
438,36.0,21.0,36.0,3.0,4.0,22.0,9.0,9.0,18.0,9.0,9.0,0.0,6.0,2,2,0.0,6.0,Bournemouth,14.0,4.0,334.0,10.0,424.0,447.0,d,3.0,4.0,1.0,6.0,13.0,20.0,9.0,29.0,12.0,20.0,635.0
439,36.0,15.0,10.0,2.0,7.0,14.0,12.0,9.0,17.0,8.0,9.0,1.0,16.0,2,2,1.0,13.0,Watford,22.0,3.0,317.0,7.0,420.0,444.0,d,7.0,4.0,0.0,5.0,16.0,18.0,9.0,27.0,17.0,21.0,597.0
440,36.0,21.0,30.0,0.0,1.0,19.0,6.0,11.0,12.0,5.0,7.0,1.0,13.0,2,0,0.0,12.0,Leicester,17.0,1.0,340.0,5.0,448.0,464.0,w,0.0,2.0,0.0,4.0,6.0,14.0,11.0,25.0,16.0,18.0,620.0
441,36.0,15.0,18.0,2.0,6.0,17.0,7.0,7.0,18.0,7.0,11.0,0.0,11.0,0,2,1.0,12.0,Brighton,19.0,6.0,275.0,11.0,379.0,406.0,l,5.0,7.0,0.0,3.0,15.0,11.0,7.0,18.0,23.0,31.0,572.0
442,52.0,24.0,29.0,3.0,6.0,29.0,14.0,5.0,11.0,6.0,5.0,1.0,9.0,2,1,0.0,7.0,Burnley,23.0,2.0,369.0,7.0,463.0,489.0,w,1.0,6.0,0.0,4.0,11.0,9.0,5.0,14.0,18.0,21.0,647.0
443,52.0,28.0,27.0,0.0,1.0,23.0,5.0,5.0,9.0,4.0,5.0,0.0,12.0,1,2,1.0,5.0,West Brom,29.0,2.0,300.0,6.0,414.0,440.0,l,2.0,3.0,0.0,3.0,8.0,20.0,5.0,25.0,17.0,18.0,575.0
444,24.0,12.0,12.0,8.0,11.0,18.0,6.0,4.0,16.0,7.0,9.0,0.0,8.0,3,1,0.0,4.0,Man City,6.0,3.0,903.0,16.0,975.0,993.0,w,6.0,8.0,0.0,4.0,18.0,6.0,4.0,10.0,12.0,14.0,1114.0
445,24.0,12.0,22.0,1.0,2.0,6.0,5.0,9.0,5.0,1.0,4.0,0.0,10.0,1,3,1.0,13.0,Everton,18.0,2.0,133.0,5.0,200.0,216.0,l,0.0,4.0,0.0,2.0,6.0,13.0,9.0,22.0,12.0,14.0,338.0
446,36.0,17.0,32.0,2.0,3.0,10.0,10.0,4.0,12.0,5.0,7.0,2.0,10.0,0,1,0.0,15.0,Huddersfield,26.0,1.0,223.0,4.0,337.0,351.0,l,2.0,2.0,0.0,0.0,4.0,22.0,4.0,26.0,12.0,22.0,539.0
447,36.0,19.0,24.0,2.0,3.0,26.0,7.0,7.0,19.0,15.0,4.0,0.0,9.0,1,0,1.0,16.0,Newcastle,10.0,3.0,467.0,12.0,586.0,604.0,w,6.0,9.0,0.0,3.0,18.0,15.0,7.0,22.0,26.0,30.0,788.0
448,12.0,3.0,24.0,2.0,3.0,4.0,13.0,9.0,5.0,2.0,3.0,0.0,13.0,0,2,0.0,14.0,Swansea,8.0,1.0,288.0,2.0,364.0,383.0,l,1.0,0.0,0.0,2.0,3.0,14.0,9.0,23.0,13.0,19.0,512.0
449,12.0,9.0,13.0,1.0,3.0,8.0,7.0,3.0,16.0,7.0,9.0,0.0,5.0,2,0,1.0,14.0,Man Utd,4.0,5.0,675.0,10.0,744.0,764.0,w,2.0,4.0,0.0,5.0,11.0,15.0,3.0,18.0,16.0,16.0,904.0
450,35.0,18.0,21.0,4.0,6.0,26.0,18.0,16.0,15.0,6.0,9.0,1.0,8.0,2,1,0.0,12.0,Liverpool,9.0,1.0,551.0,14.0,661.0,699.0,w,6.0,4.0,0.0,6.0,16.0,16.0,16.0,32.0,25.0,29.0,870.0
451,35.0,17.0,24.0,0.0,4.0,9.0,10.0,9.0,22.0,6.0,16.0,3.0,6.0,1,2,1.0,13.0,Crystal Palace,26.0,1.0,193.0,3.0,307.0,327.0,l,0.0,3.0,0.0,3.0,6.0,24.0,9.0,33.0,16.0,22.0,520.0
452,23.0,10.0,27.0,2.0,6.0,3.0,11.0,9.0,15.0,8.0,7.0,0.0,7.0,0,4,0.0,16.0,Bournemouth,20.0,2.0,163.0,5.0,232.0,248.0,l,2.0,2.0,0.0,1.0,5.0,10.0,9.0,19.0,6.0,14.0,393.0
453,23.0,13.0,10.0,3.0,4.0,20.0,7.0,7.0,12.0,3.0,9.0,0.0,8.0,4,0,1.0,9.0,Man City,3.0,4.0,825.0,10.0,901.0,923.0,w,4.0,5.0,0.0,5.0,14.0,19.0,7.0,26.0,19.0,21.0,1057.0
454,41.0,19.0,25.0,1.0,1.0,15.0,5.0,8.0,19.0,9.0,10.0,2.0,9.0,1,1,0.0,19.0,Huddersfield,26.0,4.0,223.0,6.0,345.0,367.0,d,4.0,4.0,1.0,2.0,10.0,17.0,8.0,25.0,17.0,23.0,558.0
455,41.0,22.0,30.0,3.0,9.0,26.0,11.0,10.0,14.0,6.0,8.0,0.0,16.0,1,1,1.0,15.0,Southampton,15.0,3.0,269.0,10.0,384.0,408.0,d,2.0,4.0,1.0,6.0,12.0,14.0,10.0,24.0,24.0,30.0,598.0
456,68.0,31.0,56.0,0.0,3.0,35.0,12.0,17.0,8.0,4.0,4.0,1.0,12.0,3,2,0.0,8.0,Newcastle,33.0,0.0,155.0,5.0,249.0,264.0,w,2.0,5.0,2.0,4.0,11.0,23.0,17.0,40.0,15.0,19.0,462.0
457,68.0,37.0,29.0,4.0,6.0,33.0,15.0,4.0,25.0,8.0,17.0,0.0,9.0,2,3,1.0,4.0,West Ham,35.0,4.0,329.0,13.0,426.0,460.0,l,8.0,5.0,0.0,6.0,19.0,16.0,4.0,20.0,27.0,31.0,660.0
458,21.0,14.0,29.0,1.0,6.0,11.0,6.0,5.0,14.0,2.0,12.0,0.0,8.0,2,2,0.0,13.0,Man Utd,10.0,5.0,371.0,14.0,448.0,473.0,d,4.0,9.0,1.0,6.0,19.0,17.0,5.0,22.0,15.0,20.0,653.0
459,21.0,7.0,16.0,0.0,4.0,10.0,9.0,12.0,13.0,8.0,5.0,0.0,19.0,2,2,1.0,16.0,Leicester,11.0,0.0,354.0,8.0,448.0,467.0,d,5.0,3.0,0.0,3.0,11.0,8.0,12.0,20.0,16.0,19.0,610.0
460,29.0,18.0,21.0,3.0,3.0,17.0,7.0,20.0,30.0,11.0,19.0,1.0,11.0,1,1,0.0,16.0,Crystal Palace,12.0,1.0,257.0,9.0,336.0,348.0,d,4.0,4.0,0.0,5.0,13.0,21.0,20.0,41.0,13.0,22.0,551.0
461,29.0,11.0,13.0,1.0,6.0,12.0,11.0,19.0,30.0,10.0,20.0,0.0,13.0,1,1,1.0,9.0,Swansea,17.0,1.0,505.0,4.0,594.0,627.0,d,2.0,3.0,0.0,2.0,7.0,18.0,19.0,37.0,16.0,18.0,790.0
462,54.0,33.0,37.0,3.0,4.0,38.0,9.0,6.0,11.0,2.0,9.0,0.0,10.0,3,0,0.0,6.0,Tottenham,16.0,1.0,419.0,15.0,527.0,543.0,w,5.0,5.0,0.0,8.0,18.0,9.0,6.0,15.0,22.0,29.0,726.0
463,54.0,21.0,29.0,1.0,4.0,16.0,6.0,9.0,9.0,3.0,6.0,0.0,10.0,0,3,1.0,12.0,Burnley,38.0,5.0,233.0,4.0,350.0,368.0,l,0.0,3.0,0.0,2.0,5.0,11.0,9.0,20.0,17.0,24.0,530.0
464,63.0,25.0,27.0,3.0,4.0,28.0,11.0,19.0,16.0,3.0,13.0,1.0,11.0,0,1,0.0,10.0,Watford,35.0,0.0,288.0,9.0,397.0,421.0,l,5.0,6.0,0.0,1.0,12.0,19.0,19.0,38.0,28.0,34.0,607.0
465,63.0,38.0,18.0,5.0,6.0,35.0,6.0,13.0,32.0,13.0,19.0,1.0,8.0,1,0,1.0,12.0,Brighton,28.0,6.0,328.0,13.0,426.0,451.0,w,3.0,8.0,0.0,3.0,14.0,14.0,13.0,27.0,17.0,22.0,642.0
466,38.0,16.0,8.0,3.0,7.0,25.0,9.0,5.0,20.0,9.0,11.0,1.0,4.0,0,0,0.0,8.0,Chelsea,13.0,4.0,569.0,15.0,679.0,720.0,d,8.0,9.0,0.0,8.0,25.0,19.0,5.0,24.0,24.0,26.0,880.0
467,38.0,22.0,57.0,1.0,2.0,13.0,10.0,11.0,14.0,9.0,5.0,0.0,8.0,0,0,1.0,26.0,Everton,25.0,2.0,230.0,4.0,327.0,342.0,d,2.0,3.0,0.0,0.0,5.0,18.0,11.0,29.0,10.0,12.0,546.0
468,57.0,24.0,16.0,4.0,11.0,25.0,22.0,10.0,15.0,5.0,10.0,0.0,11.0,1,3,0.0,5.0,West Brom,32.0,2.0,338.0,13.0,445.0,490.0,l,5.0,5.0,0.0,7.0,17.0,16.0,10.0,26.0,37.0,41.0,686.0
469,57.0,33.0,43.0,1.0,1.0,32.0,9.0,10.0,17.0,7.0,10.0,0.0,9.0,3,1,1.0,16.0,Stoke,25.0,0.0,259.0,7.0,357.0,379.0,w,2.0,2.0,0.0,5.0,9.0,27.0,10.0,37.0,20.0,24.0,587.0
470,31.0,16.0,21.0,10.0,10.0,21.0,12.0,12.0,16.0,7.0,9.0,0.0,8.0,2,0,0.0,1.0,Man City,10.0,4.0,763.0,15.0,850.0,861.0,w,3.0,8.0,0.0,6.0,17.0,16.0,12.0,28.0,16.0,20.0,1004.0
471,31.0,15.0,15.0,0.0,3.0,10.0,11.0,9.0,17.0,5.0,12.0,0.0,6.0,0,2,1.0,8.0,Stoke,21.0,2.0,167.0,3.0,248.0,258.0,l,2.0,1.0,0.0,0.0,3.0,19.0,9.0,28.0,15.0,25.0,418.0
472,33.0,16.0,22.0,2.0,3.0,21.0,8.0,9.0,17.0,9.0,8.0,0.0,12.0,1,3,0.0,9.0,Swansea,12.0,0.0,332.0,5.0,431.0,442.0,l,1.0,4.0,0.0,3.0,8.0,14.0,9.0,23.0,21.0,29.0,603.0
473,33.0,17.0,17.0,2.0,6.0,12.0,9.0,8.0,14.0,5.0,9.0,0.0,12.0,3,1,1.0,14.0,Everton,21.0,1.0,349.0,8.0,445.0,462.0,w,2.0,3.0,0.0,7.0,12.0,17.0,8.0,25.0,22.0,25.0,618.0
474,61.0,33.0,39.0,1.0,3.0,35.0,10.0,10.0,14.0,5.0,9.0,1.0,9.0,2,1,0.0,6.0,Huddersfield,26.0,5.0,232.0,12.0,358.0,371.0,w,5.0,4.0,0.0,7.0,16.0,27.0,10.0,37.0,13.0,24.0,572.0
475,61.0,28.0,30.0,4.0,6.0,26.0,19.0,9.0,18.0,8.0,10.0,0.0,11.0,1,2,1.0,12.0,West Brom,35.0,7.0,270.0,7.0,403.0,424.0,l,2.0,5.0,0.0,3.0,10.0,15.0,9.0,24.0,27.0,29.0,629.0
476,51.0,23.0,36.0,3.0,5.0,24.0,5.0,6.0,12.0,3.0,9.0,0.0,14.0,1,1,0.0,10.0,Southampton,27.0,0.0,254.0,10.0,379.0,397.0,d,4.0,3.0,0.0,6.0,13.0,24.0,6.0,30.0,21.0,26.0,576.0
477,51.0,28.0,28.0,2.0,7.0,27.0,18.0,9.0,12.0,6.0,6.0,0.0,8.0,1,1,1.0,10.0,Burnley,24.0,1.0,260.0,7.0,370.0,397.0,d,3.0,3.0,0.0,3.0,9.0,8.0,9.0,17.0,24.0,32.0,571.0
478,34.0,13.0,11.0,0.0,5.0,13.0,17.0,8.0,15.0,7.0,8.0,1.0,6.0,1,4,0.0,11.0,Swansea,21.0,0.0,333.0,9.0,435.0,458.0,l,4.0,6.0,1.0,1.0,11.0,18.0,8.0,26.0,24.0,27.0,623.0
479,34.0,21.0,24.0,3.0,3.0,21.0,8.0,8.0,18.0,10.0,8.0,0.0,17.0,4,1,1.0,7.0,Brighton,13.0,3.0,308.0,12.0,408.0,419.0,w,2.0,9.0,1.0,5.0,16.0,24.0,8.0,32.0,10.0,12.0,577.0
480,44.0,11.0,28.0,3.0,5.0,24.0,12.0,16.0,14.0,7.0,7.0,0.0,9.0,0,1,0.0,14.0,Everton,20.0,1.0,231.0,6.0,350.0,374.0,l,1.0,4.0,0.0,2.0,7.0,25.0,16.0,41.0,30.0,33.0,581.0
481,44.0,33.0,26.0,4.0,6.0,20.0,13.0,7.0,28.0,12.0,16.0,0.0,10.0,1,0,1.0,14.0,Watford,24.0,0.0,317.0,9.0,430.0,446.0,w,4.0,4.0,0.0,5.0,13.0,19.0,7.0,26.0,18.0,28.0,653.0
482,34.0,17.0,33.0,0.0,2.0,15.0,25.0,11.0,11.0,2.0,9.0,0.0,7.0,1,4,0.0,11.0,West Ham,19.0,2.0,232.0,4.0,339.0,346.0,l,1.0,2.0,0.0,4.0,7.0,18.0,11.0,29.0,17.0,21.0,524.0
483,34.0,17.0,19.0,6.0,8.0,19.0,11.0,9.0,18.0,7.0,11.0,0.0,7.0,4,1,1.0,9.0,Liverpool,15.0,1.0,609.0,19.0,711.0,739.0,w,2.0,7.0,1.0,12.0,21.0,27.0,9.0,36.0,16.0,18.0,900.0
484,45.0,23.0,49.0,0.0,1.0,25.0,12.0,7.0,10.0,3.0,7.0,0.0,10.0,2,2,0.0,13.0,Newcastle,20.0,4.0,234.0,7.0,337.0,344.0,d,5.0,6.0,0.0,4.0,15.0,17.0,7.0,24.0,11.0,17.0,550.0
485,45.0,22.0,15.0,2.0,8.0,20.0,15.0,7.0,9.0,2.0,7.0,0.0,12.0,2,2,1.0,12.0,Bournemouth,25.0,0.0,452.0,11.0,556.0,599.0,d,5.0,8.0,0.0,5.0,18.0,15.0,7.0,22.0,20.0,30.0,765.0
486,65.0,33.0,48.0,0.0,1.0,26.0,15.0,11.0,12.0,4.0,8.0,1.0,16.0,1,1,0.0,15.0,Stoke,39.0,2.0,139.0,3.0,263.0,274.0,d,2.0,2.0,0.0,2.0,6.0,17.0,11.0,28.0,20.0,31.0,493.0
487,65.0,32.0,9.0,5.0,13.0,39.0,10.0,8.0,18.0,7.0,11.0,1.0,10.0,1,1,1.0,10.0,Leicester,26.0,0.0,357.0,11.0,488.0,530.0,d,2.0,8.0,1.0,9.0,19.0,19.0,8.0,27.0,22.0,25.0,712.0
488,16.0,11.0,30.0,1.0,1.0,12.0,17.0,9.0,30.0,8.0,22.0,0.0,11.0,3,0,0.0,19.0,Man City,4.0,1.0,553.0,6.0,651.0,658.0,w,3.0,1.0,0.0,5.0,9.0,12.0,9.0,21.0,24.0,26.0,860.0
489,16.0,5.0,11.0,3.0,6.0,4.0,6.0,22.0,15.0,6.0,9.0,0.0,11.0,0,3,1.0,13.0,Arsenal,12.0,0.0,423.0,6.0,538.0,557.0,l,3.0,2.0,0.0,5.0,10.0,25.0,22.0,47.0,22.0,28.0,715.0
490,31.0,13.0,23.0,1.0,7.0,20.0,6.0,6.0,13.0,2.0,11.0,2.0,14.0,5,2,0.0,8.0,Arsenal,11.0,1.0,516.0,19.0,616.0,635.0,w,8.0,8.0,1.0,14.0,30.0,12.0,6.0,18.0,26.0,30.0,807.0
491,31.0,18.0,30.0,0.0,0.0,11.0,8.0,11.0,10.0,4.0,6.0,0.0,14.0,2,5,1.0,10.0,Everton,20.0,2.0,199.0,5.0,287.0,304.0,l,2.0,4.0,0.0,3.0,9.0,8.0,11.0,19.0,12.0,16.0,477.0
492,18.0,8.0,12.0,1.0,5.0,10.0,14.0,6.0,18.0,8.0,10.0,2.0,8.0,1,4,0.0,2.0,Liverpool,8.0,2.0,545.0,8.0,629.0,662.0,l,4.0,1.0,0.0,7.0,12.0,26.0,6.0,32.0,27.0,32.0,830.0
493,18.0,10.0,29.0,1.0,3.0,8.0,13.0,10.0,19.0,13.0,6.0,0.0,2.0,4,1,1.0,9.0,Tottenham,10.0,1.0,274.0,7.0,359.0,376.0,w,3.0,5.0,1.0,6.0,14.0,22.0,10.0,32.0,19.0,24.0,560.0
494,26.0,15.0,15.0,2.0,3.0,7.0,14.0,15.0,21.0,12.0,9.0,2.0,13.0,0,2,0.0,15.0,Man Utd,19.0,9.0,372.0,4.0,470.0,492.0,l,1.0,2.0,0.0,3.0,6.0,25.0,15.0,40.0,14.0,15.0,682.0
495,26.0,11.0,19.0,2.0,6.0,19.0,15.0,9.0,25.0,10.0,15.0,0.0,10.0,2,0,1.0,18.0,Tottenham,7.0,1.0,432.0,18.0,527.0,547.0,w,7.0,9.0,0.0,6.0,22.0,26.0,9.0,35.0,14.0,18.0,744.0
496,75.0,33.0,28.0,2.0,4.0,29.0,13.0,8.0,9.0,4.0,5.0,0.0,15.0,1,1,0.0,10.0,Burnley,46.0,0.0,241.0,10.0,364.0,383.0,d,3.0,6.0,0.0,2.0,11.0,18.0,8.0,26.0,24.0,33.0,571.0
497,75.0,42.0,43.0,5.0,7.0,46.0,7.0,5.0,19.0,11.0,8.0,1.0,15.0,1,1,1.0,9.0,Newcastle,29.0,2.0,280.0,10.0,397.0,423.0,d,3.0,7.0,0.0,4.0,14.0,17.0,5.0,22.0,20.0,25.0,622.0
498,26.0,11.0,27.0,0.0,1.0,13.0,13.0,13.0,9.0,3.0,6.0,0.0,10.0,0,3,0.0,17.0,West Brom,13.0,0.0,162.0,2.0,246.0,249.0,l,1.0,1.0,0.0,1.0,3.0,17.0,13.0,30.0,16.0,21.0,419.0
499,26.0,15.0,7.0,6.0,9.0,13.0,10.0,6.0,20.0,7.0,13.0,0.0,10.0,3,0,1.0,8.0,Man City,13.0,0.0,614.0,12.0,695.0,718.0,w,2.0,7.0,1.0,10.0,19.0,16.0,6.0,22.0,14.0,18.0,864.0
500,83.0,40.0,38.0,2.0,6.0,41.0,6.0,11.0,10.0,4.0,6.0,1.0,12.0,0,0,0.0,8.0,Watford,42.0,0.0,185.0,9.0,300.0,315.0,d,4.0,5.0,0.0,2.0,11.0,13.0,11.0,24.0,13.0,28.0,485.0
501,83.0,43.0,39.0,1.0,2.0,42.0,11.0,6.0,13.0,2.0,11.0,2.0,12.0,0,0,1.0,11.0,Stoke,41.0,5.0,161.0,4.0,279.0,295.0,d,3.0,4.0,0.0,4.0,11.0,10.0,6.0,16.0,18.0,30.0,477.0
502,33.0,10.0,36.0,2.0,5.0,20.0,12.0,22.0,14.0,4.0,10.0,0.0,12.0,3,0,0.0,18.0,Bournemouth,13.0,2.0,241.0,9.0,329.0,339.0,w,4.0,2.0,0.0,5.0,11.0,23.0,22.0,45.0,15.0,20.0,535.0
503,33.0,23.0,9.0,4.0,8.0,13.0,13.0,10.0,32.0,10.0,22.0,1.0,5.0,0,3,1.0,7.0,Chelsea,20.0,4.0,517.0,18.0,618.0,650.0,l,8.0,8.0,0.0,5.0,21.0,16.0,10.0,26.0,27.0,29.0,841.0
504,36.0,23.0,33.0,2.0,5.0,27.0,15.0,7.0,19.0,9.0,10.0,3.0,10.0,1,2,0.0,14.0,Leicester,9.0,0.0,319.0,4.0,440.0,466.0,l,2.0,4.0,3.0,2.0,8.0,17.0,7.0,24.0,28.0,38.0,643.0
505,36.0,13.0,25.0,1.0,5.0,9.0,14.0,10.0,10.0,3.0,7.0,1.0,10.0,2,1,1.0,14.0,Everton,27.0,3.0,231.0,4.0,347.0,371.0,w,1.0,4.0,1.0,4.0,9.0,24.0,10.0,34.0,18.0,26.0,554.0
506,57.0,39.0,35.0,0.0,2.0,29.0,9.0,16.0,16.0,3.0,13.0,0.0,10.0,1,1,0.0,16.0,Brighton,28.0,4.0,215.0,4.0,315.0,329.0,d,3.0,4.0,0.0,2.0,9.0,20.0,16.0,36.0,8.0,14.0,524.0
507,57.0,18.0,16.0,3.0,7.0,28.0,5.0,13.0,31.0,15.0,16.0,0.0,8.0,1,1,1.0,12.0,Southampton,29.0,0.0,484.0,12.0,588.0,633.0,d,7.0,8.0,0.0,3.0,18.0,12.0,13.0,25.0,25.0,26.0,817.0
508,37.0,19.0,11.0,1.0,9.0,18.0,12.0,6.0,9.0,3.0,6.0,0.0,9.0,0,1,0.0,7.0,Liverpool,19.0,1.0,662.0,14.0,756.0,788.0,l,6.0,11.0,1.0,4.0,21.0,15.0,6.0,21.0,25.0,25.0,927.0
509,37.0,18.0,40.0,1.0,3.0,19.0,9.0,6.0,12.0,6.0,6.0,0.0,5.0,1,0,1.0,15.0,Swansea,18.0,1.0,204.0,2.0,295.0,310.0,w,0.0,1.0,0.0,2.0,3.0,15.0,6.0,21.0,12.0,17.0,491.0
510,44.0,19.0,19.0,0.0,2.0,20.0,12.0,4.0,11.0,4.0,7.0,0.0,7.0,0,0,0.0,9.0,Liverpool,24.0,1.0,469.0,6.0,584.0,606.0,d,3.0,4.0,0.0,3.0,10.0,11.0,4.0,15.0,22.0,29.0,763.0
511,44.0,25.0,31.0,0.0,3.0,24.0,11.0,7.0,4.0,0.0,4.0,1.0,12.0,0,0,1.0,14.0,Everton,20.0,4.0,242.0,5.0,357.0,373.0,d,2.0,3.0,0.0,1.0,6.0,16.0,7.0,23.0,24.0,27.0,544.0
512,33.0,20.0,27.0,1.0,3.0,24.0,12.0,8.0,29.0,11.0,18.0,2.0,8.0,2,1,0.0,10.0,Tottenham,9.0,3.0,453.0,8.0,545.0,561.0,w,6.0,5.0,1.0,4.0,15.0,14.0,8.0,22.0,15.0,19.0,749.0
513,33.0,13.0,29.0,1.0,6.0,9.0,8.0,18.0,14.0,6.0,8.0,1.0,19.0,1,2,1.0,18.0,Stoke,24.0,2.0,160.0,6.0,263.0,282.0,l,1.0,5.0,1.0,4.0,10.0,23.0,18.0,41.0,23.0,25.0,453.0
514,53.0,24.0,26.0,1.0,5.0,30.0,4.0,10.0,10.0,7.0,3.0,0.0,14.0,2,1,0.0,16.0,Newcastle,23.0,3.0,166.0,5.0,273.0,283.0,w,1.0,3.0,0.0,4.0,8.0,12.0,10.0,22.0,19.0,27.0,443.0
515,53.0,29.0,13.0,3.0,7.0,23.0,8.0,3.0,14.0,4.0,10.0,3.0,7.0,1,2,1.0,12.0,Leicester,30.0,3.0,414.0,8.0,521.0,558.0,l,2.0,5.0,0.0,1.0,8.0,11.0,3.0,14.0,24.0,24.0,716.0
516,59.0,29.0,17.0,2.0,3.0,31.0,14.0,8.0,11.0,3.0,8.0,0.0,7.0,1,1,0.0,8.0,Huddersfield,28.0,3.0,402.0,9.0,517.0,544.0,d,5.0,4.0,0.0,5.0,14.0,16.0,8.0,24.0,13.0,18.0,693.0
517,59.0,30.0,31.0,4.0,5.0,28.0,10.0,8.0,15.0,7.0,8.0,1.0,13.0,1,1,1.0,10.0,Brighton,31.0,3.0,234.0,13.0,357.0,378.0,d,3.0,6.0,0.0,4.0,13.0,17.0,8.0,25.0,20.0,26.0,546.0
518,56.0,28.0,44.0,1.0,1.0,27.0,8.0,10.0,2.0,0.0,2.0,0.0,12.0,2,1,0.0,18.0,Burnley,29.0,2.0,177.0,3.0,290.0,306.0,w,1.0,2.0,0.0,4.0,7.0,14.0,10.0,24.0,15.0,21.0,481.0
519,56.0,28.0,23.0,4.0,11.0,29.0,12.0,2.0,12.0,2.0,10.0,4.0,18.0,1,2,1.0,9.0,Watford,27.0,3.0,320.0,12.0,436.0,470.0,l,5.0,4.0,0.0,5.0,14.0,8.0,2.0,10.0,18.0,27.0,625.0
520,41.0,23.0,25.0,1.0,1.0,21.0,8.0,11.0,16.0,5.0,11.0,1.0,5.0,1,1,0.0,7.0,Swansea,20.0,1.0,357.0,6.0,454.0,474.0,d,1.0,5.0,0.0,1.0,7.0,13.0,11.0,24.0,14.0,20.0,625.0
521,41.0,18.0,20.0,2.0,5.0,20.0,10.0,11.0,14.0,3.0,11.0,0.0,15.0,1,1,1.0,11.0,West Brom,21.0,6.0,394.0,9.0,478.0,505.0,d,8.0,4.0,0.0,3.0,15.0,13.0,11.0,24.0,26.0,29.0,672.0
522,32.0,15.0,34.0,0.0,3.0,18.0,3.0,7.0,12.0,4.0,8.0,0.0,9.0,2,2,0.0,26.0,Crystal Palace,14.0,1.0,351.0,10.0,440.0,459.0,d,4.0,3.0,0.0,6.0,13.0,15.0,7.0,22.0,14.0,16.0,634.0
523,32.0,17.0,13.0,5.0,11.0,14.0,3.0,8.0,19.0,12.0,7.0,0.0,8.0,2,2,1.0,11.0,Bournemouth,18.0,3.0,373.0,15.0,464.0,515.0,d,4.0,11.0,0.0,5.0,20.0,7.0,8.0,15.0,23.0,26.0,659.0
524,18.0,9.0,15.0,2.0,4.0,5.0,4.0,10.0,19.0,5.0,14.0,0.0,9.0,3,2,0.0,24.0,Man Utd,13.0,2.0,244.0,5.0,317.0,336.0,w,0.0,1.0,0.0,4.0,5.0,11.0,10.0,21.0,13.0,17.0,502.0
525,18.0,9.0,14.0,5.0,8.0,13.0,10.0,14.0,11.0,1.0,10.0,0.0,17.0,2,3,1.0,8.0,Man City,5.0,0.0,514.0,17.0,594.0,617.0,l,5.0,9.0,2.0,6.0,20.0,9.0,14.0,23.0,19.0,23.0,757.0
526,40.0,20.0,22.0,6.0,11.0,19.0,4.0,8.0,11.0,6.0,5.0,0.0,18.0,0,0,0.0,7.0,Brighton,21.0,5.0,359.0,13.0,433.0,474.0,d,6.0,8.0,1.0,2.0,16.0,12.0,8.0,20.0,14.0,15.0,612.0
527,40.0,20.0,36.0,0.0,3.0,21.0,9.0,5.0,11.0,3.0,8.0,0.0,7.0,0,0,1.0,8.0,Watford,19.0,0.0,244.0,7.0,334.0,346.0,d,3.0,5.0,0.0,0.0,8.0,10.0,5.0,15.0,27.0,29.0,514.0
528,36.0,23.0,35.0,4.0,5.0,28.0,15.0,10.0,18.0,5.0,13.0,0.0,14.0,2,1,0.0,12.0,Man City,8.0,3.0,524.0,13.0,604.0,637.0,w,4.0,7.0,1.0,8.0,19.0,13.0,10.0,23.0,33.0,35.0,849.0
529,36.0,13.0,31.0,0.0,2.0,8.0,9.0,13.0,14.0,4.0,10.0,1.0,13.0,1,2,1.0,12.0,Bournemouth,28.0,0.0,152.0,3.0,258.0,270.0,l,3.0,3.0,1.0,3.0,9.0,20.0,13.0,33.0,12.0,19.0,450.0
530,46.0,24.0,41.0,2.0,3.0,26.0,5.0,17.0,14.0,4.0,10.0,0.0,7.0,0,2,0.0,13.0,Leicester,20.0,3.0,208.0,10.0,300.0,314.0,l,2.0,5.0,0.0,4.0,11.0,22.0,17.0,39.0,9.0,14.0,493.0
531,46.0,22.0,17.0,4.0,9.0,20.0,18.0,10.0,21.0,4.0,17.0,0.0,8.0,2,0,1.0,8.0,Man Utd,26.0,2.0,576.0,18.0,662.0,703.0,w,8.0,7.0,0.0,7.0,22.0,9.0,10.0,19.0,17.0,19.0,864.0
532,43.0,18.0,29.0,1.0,4.0,28.0,13.0,8.0,13.0,4.0,9.0,2.0,10.0,0,0,0.0,10.0,Southampton,15.0,3.0,382.0,6.0,502.0,515.0,d,0.0,3.0,0.0,3.0,6.0,16.0,8.0,24.0,24.0,28.0,704.0
533,43.0,25.0,19.0,2.0,5.0,15.0,12.0,9.0,12.0,4.0,8.0,0.0,10.0,0,0,1.0,11.0,Huddersfield,28.0,0.0,265.0,14.0,378.0,416.0,d,6.0,4.0,0.0,6.0,16.0,17.0,9.0,26.0,24.0,27.0,581.0
534,39.0,18.0,28.0,1.0,1.0,26.0,11.0,7.0,9.0,5.0,4.0,1.0,6.0,2,0,0.0,5.0,Swansea,13.0,3.0,369.0,5.0,464.0,471.0,w,2.0,2.0,0.0,3.0,7.0,20.0,7.0,27.0,15.0,20.0,618.0
